timestamp,pumps,lighting,climate_control,other_operations,solar,wind,biogas
2024-07-16 10:09:05.627141,97.84269020244594,179.86504110829645,148.9354839429279,53.18025300042982,39.64714712839003,38.629211192197246,91.94836948812657
2024-07-16 11:09:05.627141,116.23991984541048,203.6968185624825,142.21676005663247,60.04559379855618,61.09760998970566,34.75685813589133,63.45553391426484
2024-07-16 12:09:05.627141,114.30151477734688,208.88559072144776,109.8529659093688,51.86000749303772,40.852608896172384,39.42922691003011,78.84318469221309
2024-07-16 13:09:05.627141,94.24395703192897,199.70090996315298,135.22883720326016,51.78927267876759,59.509433282461465,30.830431515595222,75.63459764959927
2024-07-16 14:09:05.627141,106.16457399122444,233.31022467825628,154.20264498422503,50.326457290530925,51.08388600296548,32.80632697874877,73.02597587413092
2024-07-16 15:09:05.627141,90.39753506539066,198.55063458259144,150.57294627834344,50.61966746164091,43.921557420437324,26.960371912263145,63.782515831824085
2024-07-16 16:09:05.627141,108.23440835583796,216.19339073857486,137.11037902789778,44.76872142157634,50.72689296950576,31.757762855767968,68.01115228964349
2024-07-16 17:09:05.627141,109.53719640741566,190.26550289526278,153.38086082337784,49.337174991991375,37.62545090252168,19.84644989697066,70.53142556714059
2024-07-16 18:09:05.627141,86.26577310124961,190.589984744286,167.86556682235104,46.2491678774725,51.90693632318836,26.214208024157717,72.74694183235204
2024-07-16 19:09:05.627141,105.85582316148783,182.84710632227814,127.50244993889319,50.042203909910604,32.91803190201599,27.178379958047305,81.75760482064187
2024-07-16 20:09:05.627141,105.84063030265001,211.27094523360006,155.69471362409956,41.11297948114071,52.945629599290754,22.72659896668868,74.25135509380814
2024-07-16 21:09:05.627141,101.90485076415884,202.16120534123348,143.63394405123623,51.23948400203607,61.64640677775549,22.787631337029396,65.46297255431848
2024-07-16 22:09:05.627141,100.36241543837654,205.48516272887403,152.58289254521807,54.63695412590676,44.57380401031275,35.56083724889331,62.998363240642185
2024-07-16 23:09:05.627141,114.92582058486552,184.54827336878435,150.6099941286905,54.32774818823614,51.82997866121315,32.73791510529213,78.62422083472184
2024-07-17 00:09:05.627141,85.75425390931902,211.6301684060112,129.59230411385408,47.47157059663084,56.69552296424253,32.39278523261548,62.309301079589105
2024-07-17 01:09:05.627141,106.00300182207383,189.23904314607125,175.20463544016997,42.88384970290706,43.410200019669205,27.468774104861456,100.54781395820268
2024-07-17 02:09:05.627141,100.55801210052424,216.77071447411151,144.70572855624624,48.792844348235796,66.87852641047948,25.9064595050793,70.38644732954162
2024-07-17 03:09:05.627141,79.86707559578642,228.2155089764296,166.7724521808742,48.48331156265013,58.91939984185297,34.436792503603286,53.75389629405227
2024-07-17 04:09:05.627141,98.44335911511818,194.15687166651847,168.13093055306354,59.09760710589597,54.06605825166888,36.230644641969526,72.65961606630648
2024-07-17 05:09:05.627141,103.39643162034824,204.27265296174983,157.77159181891392,52.99101060549451,39.62762432200252,36.56706277143728,77.8722180580994
2024-07-17 06:09:05.627141,100.69441300597877,219.10366329783736,141.52416190013588,59.94915131358138,44.52120778288101,25.225805625209443,50.14929512319146
2024-07-17 07:09:05.627141,111.68002205908064,193.0022585021221,175.78435130177598,46.616892873875955,77.5852632997129,27.713452279984047,57.95754501917745
2024-07-17 08:09:05.627141,109.88230279727375,203.71168667323093,161.6394152625859,49.62633858725279,37.88368370897199,32.79688026432637,82.84407699870633
2024-07-17 09:09:05.627141,95.99207669380753,226.03749249488928,181.6133344415449,49.23016227145278,54.03220830379356,39.95516805079288,60.364617594430705
2024-07-17 10:09:05.627141,96.51110983135837,189.27516599448964,145.69867112354757,55.12601938214739,44.29813031984328,28.623552216078703,73.97177521482354
2024-07-17 11:09:05.627141,103.25296184361467,146.19496202118654,127.21649880196446,50.76466266421963,62.94527481327743,28.065467538577586,97.20473999599898
2024-07-17 12:09:05.627141,97.16989294773545,175.67257684764317,179.24304150182232,48.334607614411375,46.9009786203524,34.74076921516653,49.52819936758863
2024-07-17 13:09:05.627141,100.79324951712499,172.1151744386,140.4311489297718,40.52016896134795,40.684155885824886,32.20697337140714,58.289554732358695
2024-07-17 14:09:05.627141,89.14561514252777,212.46288738845564,149.9877359513397,47.55853806060324,45.97660246419336,25.438708023536677,72.64725627805198
2024-07-17 15:09:05.627141,99.97834988779725,179.74500381324324,127.91382223600364,47.73331852062368,49.15855179222694,24.854855883702037,44.721099324802545
2024-07-17 16:09:05.627141,98.9185171439043,186.15100279294666,162.3509175885157,48.99565343382553,49.763405997044565,26.287452583503256,64.79803461474008
2024-07-17 17:09:05.627141,101.62135045046426,168.56654839875344,143.73087189288066,49.10529299241671,46.30682613238342,23.534943874714596,73.38388877983269
2024-07-17 18:09:05.627141,105.84774299479463,213.04409517547407,153.87395615333475,49.3142532355685,59.42483898606414,37.46409370652799,86.39152903381414
2024-07-17 19:09:05.627141,94.27280139989799,183.19916028958468,136.63654206410405,51.789492586098724,54.29076655609077,25.91434050655123,64.91587888406596
2024-07-17 20:09:05.627141,103.625228290508,237.7727235254726,165.4202006733514,49.52049598023221,49.803634803895214,24.10718011003484,67.981860588069
2024-07-17 21:09:05.627141,106.69750616884878,218.97580187540424,153.165171782494,49.13691055110556,34.8425358513914,40.55467527284306,62.86967360727089
2024-07-17 22:09:05.627141,99.9313734136652,203.24575003948954,178.8128647215796,58.99564176941198,47.9181990196002,23.981602272618474,83.642885960429
2024-07-17 23:09:05.627141,106.3995066771817,178.83802873351925,172.4055341373011,36.8966993550211,37.3885193194084,31.397812804865474,78.92040729969459
2024-07-18 00:09:05.627141,99.47148205501801,215.77208704162112,194.5372628340147,45.20458665068969,46.751106368363885,31.175429483147838,82.46093480976216
2024-07-18 01:09:05.627141,86.86154035318222,189.16478617562345,151.3447631026941,48.67311286090962,52.468555045077345,37.55109304350679,81.80350171196466
2024-07-18 02:09:05.627141,100.12738076812049,177.65153210865594,134.50261504265123,52.322609470133685,50.18298653349623,27.474760935216683,74.28797203865777
2024-07-18 03:09:05.627141,119.23504622919279,194.9853490929119,131.76410915185315,46.297124211319485,50.39501212996491,25.9791480081538,38.237247350827055
2024-07-18 04:09:05.627141,91.74870691956778,214.43950629879788,138.20822955172238,60.31990367035509,33.673869243611314,30.81803309077996,75.4674428412867
2024-07-18 05:09:05.627141,86.81299632031718,195.99157740710802,118.77633708497564,47.07237625416229,48.718241599066445,39.44267264733116,77.72805671471303
2024-07-18 06:09:05.627141,84.30635367000174,179.21243633586448,176.64757214565282,49.22551782190444,54.310625305499954,26.602115416458915,56.084000513936914
2024-07-18 07:09:05.627141,86.427689389284,219.12820105660887,141.3259594695238,40.5355182224565,49.12682998016601,33.797583809186015,72.41614381452757
2024-07-18 08:09:05.627141,78.89264761058918,232.00065202994915,170.35329179374514,45.106242936414375,56.766852395815945,25.47247005133672,68.1199280167776
2024-07-18 09:09:05.627141,100.74091027426103,208.05209079708612,154.07820677966492,48.881187375398696,50.72467390049596,29.561506709636834,83.85485437061504
2024-07-18 10:09:05.627141,112.70025716290446,197.13671357955826,160.7261285985294,50.31084190041933,54.86364016310177,29.857446014297093,64.14089349019096
2024-07-18 11:09:05.627141,111.87137446629934,216.90649628398157,141.25311833015348,51.86476247260502,55.25359592180305,21.841693913032074,76.29541452019876
2024-07-18 12:09:05.627141,106.4861490262295,209.16032563067668,161.69245367053117,60.510287443017,50.10365378173689,34.91102555630846,70.57989722199615
