measurement,location,timestamp,temperature,humidity,pH,orp,ec,tds,do
water_quality,sensor_1,2025-01-25T03:15:40.478591,21.822891360454094,32.63393608157311,7.993917543053767,215.8591079761019,655.0137914067745,376.99150648579126,5.056465245416279
water_quality,sensor_1,2025-01-25T03:15:50.478591,24.407739940834922,55.971109794809344,7.159896027684815,220.66069602883414,627.0613733445778,384.81456484218427,6.5908142032267785
water_quality,sensor_1,2025-01-25T03:16:00.478591,22.915193456138283,56.22154725558636,7.206253781832048,230.4474127847493,677.6578992582893,376.08293020706463,7.903688382847125
water_quality,sensor_1,2025-01-25T03:16:10.478591,15.476116960190483,40.351452794878,6.73251397355575,298.13559157670466,524.2786311870135,323.5283209668153,5.090571459235722
water_quality,sensor_1,2025-01-25T03:16:20.478591,24.117246687547336,53.35558674722087,6.996537508123896,252.4462340271254,636.0962972565432,442.9439454220128,5.012031373567798
water_quality,sensor_1,2025-01-25T03:16:30.478591,22.25345767522825,38.08817965576189,7.642816902698669,246.67667901135923,545.6312045910767,412.37194595647577,6.308510812313271
water_quality,sensor_1,2025-01-25T03:16:40.478591,18.80495259503349,54.64979268754871,7.404534148864044,291.97189523435594,665.1657326877366,311.12470642199884,6.790964572799158
water_quality,sensor_1,2025-01-25T03:16:50.478591,21.667467483231857,54.55228150376363,7.715017278024074,225.67466746698264,688.1423989079509,341.61834599921394,5.102950032447721
water_quality,sensor_1,2025-01-25T03:17:00.478591,16.016013040536595,40.93079366889894,7.94135535120585,239.09005032689788,555.9792875917641,352.81335368329025,7.319859704871054
water_quality,sensor_1,2025-01-25T03:17:10.478591,17.669201089448126,47.37475716537608,7.252113696554221,282.0143541915375,631.2377735254178,316.37595602472777,6.385683710179154
water_quality,sensor_1,2025-01-25T03:17:20.478591,19.962336788195337,67.33312426511944,7.247583792675811,262.49422720738653,594.8835281545894,401.3003656482381,6.384566967765036
water_quality,sensor_1,2025-01-25T03:17:30.478591,17.46173442339833,59.70910289325419,7.378266919412101,229.28059012430558,687.2941126976576,316.15695981729306,5.540319157394703
water_quality,sensor_1,2025-01-25T03:17:40.478591,19.37940979062845,57.534970514075354,6.884988309449654,241.51903483102166,670.5196929335879,379.8287172887876,7.410280082309183
water_quality,sensor_1,2025-01-25T03:17:50.478591,20.834839723218284,67.09804180621055,7.381479828887544,260.9131921415194,678.9107714593687,300.4021351203687,6.479707513649565
water_quality,sensor_1,2025-01-25T03:18:00.478591,23.78304799027276,50.805213621183746,7.445536023051144,258.7291086931155,570.5521533969473,423.3594541630935,6.096638795130378
water_quality,sensor_1,2025-01-25T03:18:10.478591,16.73286366141039,42.95637453639647,6.523176299590047,253.46952582621017,655.6723506743709,409.5842609223129,6.782059793735761
water_quality,sensor_1,2025-01-25T03:18:20.478591,22.287635003695378,55.93337720297295,7.522283146830628,290.92722316429285,610.4311262053367,419.5819021029621,7.10782253132283
water_quality,sensor_1,2025-01-25T03:18:30.478591,19.929236174390823,63.72173725989922,7.317881192488327,266.94985131661576,531.173965085291,376.53299815537446,7.249853964158981
water_quality,sensor_1,2025-01-25T03:18:40.478591,19.40657664696134,52.97291651979567,6.8928905944405985,200.84416330421547,680.6002045660068,312.3387850290212,6.533569341320451
water_quality,sensor_1,2025-01-25T03:18:50.478591,20.513350226597673,57.057324329664,7.712920119713546,235.22270240881397,584.8068119489626,435.0155362082876,6.983734768845945
water_quality,sensor_1,2025-01-25T03:19:00.478591,23.55877660404976,59.28207215845874,7.525069079373065,259.54404555095743,665.5245466721155,435.0775298074723,6.982053332221717
water_quality,sensor_1,2025-01-25T03:19:10.478591,21.889598680805484,36.007828372538675,7.12267600730855,215.86225992520096,675.5594049627318,313.91537820402147,5.812339820795917
water_quality,sensor_1,2025-01-25T03:19:20.478591,17.619612640058502,59.52353537778099,7.462201021151743,272.4141182957303,527.1363249395039,318.11404567857903,5.693554382972655
water_quality,sensor_1,2025-01-25T03:19:30.478591,23.954619442093257,61.83445370355509,6.9287307811560455,215.45510021720497,624.0144654988085,430.583232084604,5.128932332181959
water_quality,sensor_1,2025-01-25T03:19:40.478591,18.4963069202115,34.00095853683859,7.986268295811578,215.86816068926115,605.7162205155232,380.55257595171815,7.426599498670392
water_quality,sensor_1,2025-01-25T03:19:50.478591,24.448117378427014,67.89781722914464,6.693374686899943,222.08631279373418,547.7996101385824,445.10983350382503,6.793317198790064
water_quality,sensor_1,2025-01-25T03:20:00.478591,15.444414207528329,54.8625458964069,7.779762464851762,240.18479955164366,549.566519719924,447.2436056914629,5.61778010200232
water_quality,sensor_1,2025-01-25T03:20:10.478591,22.616815716125718,50.20545351730854,7.882930300572719,221.50019036828758,678.5408611464989,411.47518448389576,7.489063418878288
water_quality,sensor_1,2025-01-25T03:20:20.478591,22.654669210656156,35.685352842815675,6.657492924655732,239.29282338586336,529.2252382679518,432.1122281675713,5.349424037667261
water_quality,sensor_1,2025-01-25T03:20:30.478591,23.965063361245228,36.28374264458256,6.670726821700158,219.29575651336393,550.818340830153,303.94596072029293,7.053545896425956
water_quality,sensor_1,2025-01-25T03:20:40.478591,23.43082042666823,34.141170170962894,7.308276646081039,217.6839950763294,679.8017810168898,419.725532940368,5.548295848994211
water_quality,sensor_1,2025-01-25T03:20:50.478591,18.097102126294857,42.85240294037748,6.814355178694803,204.53462236220113,597.0727830116161,395.063610363568,6.015071263855454
water_quality,sensor_1,2025-01-25T03:21:00.478591,15.841040812988673,44.60939153307909,7.1289990644294425,208.60641824547838,515.9149266976713,312.51574044572686,6.184036230610239
water_quality,sensor_1,2025-01-25T03:21:10.478591,17.77651665816886,46.384352190964975,7.874386100526752,269.98349828345744,520.7319052810427,381.80321525917424,6.0736572007774505
water_quality,sensor_1,2025-01-25T03:21:20.478591,20.42157060913989,39.54806737562426,6.8647030721189966,202.70135026013395,645.3848982054404,443.02452323213305,5.216712077089848
water_quality,sensor_1,2025-01-25T03:21:30.478591,17.519257194111,47.135988065252725,6.568615925320103,275.989900646017,504.41205123658983,329.9233321818359,5.277330019923667
water_quality,sensor_1,2025-01-25T03:21:40.478591,22.20392760284951,36.61184656066465,6.836610546544641,286.41007781186033,630.3735898409706,398.87076713376615,5.198444098269697
water_quality,sensor_1,2025-01-25T03:21:50.478591,17.229585938870255,34.40133979537621,7.642016038167504,244.70066779335107,543.4804333355968,399.05798117766324,5.785195808787382
water_quality,sensor_1,2025-01-25T03:22:00.478591,17.299578716889844,60.66243206812182,6.860118125586263,260.2852572517677,683.4630645792353,337.1115952724981,7.173040793845885
water_quality,sensor_1,2025-01-25T03:22:10.478591,21.84423499707996,65.26566483258792,7.892069431634356,200.60492755683566,620.4220235603832,411.60539255919497,7.86693318101402
water_quality,sensor_1,2025-01-25T03:22:20.478591,19.25408706293959,54.57143369171575,7.065533002939609,233.41628973271514,566.5582521463516,338.35605662450155,5.152759984341129
water_quality,sensor_1,2025-01-25T03:22:30.478591,18.647181976664033,43.014320834817,7.4532288630655135,243.30944560125295,618.8614221661467,313.55107545887824,7.868007724808855
water_quality,sensor_1,2025-01-25T03:22:40.478591,23.303152336759883,49.741004346359595,7.200438452973811,215.19812588632692,614.9087307958923,434.34501028140664,6.792673612574116
water_quality,sensor_1,2025-01-25T03:22:50.478591,15.412510270096426,37.52462846330458,7.447645735255393,229.66231903520662,524.0234480496694,405.08234079416303,7.154066478910287
water_quality,sensor_1,2025-01-25T03:23:00.478591,23.237880226588565,55.86169731724263,7.315377470571393,241.4686685802741,626.8342625674604,309.18243108223294,7.374470612677593
water_quality,sensor_1,2025-01-25T03:23:10.478591,15.364669832764683,64.98058762499775,6.548958321673299,286.3461002118503,595.8666864339357,330.17040893409376,5.644681321399647
water_quality,sensor_1,2025-01-25T03:23:20.478591,20.994199340854912,41.174436573009885,7.587160772774293,216.39233374522857,621.6769307813905,339.15063612822445,5.157771433126845
water_quality,sensor_1,2025-01-25T03:23:30.478591,22.2711635704197,44.42359018879009,7.515997710881456,244.3286961323398,537.3670166879176,338.9787116399159,5.080428249574736
water_quality,sensor_1,2025-01-25T03:23:40.478591,19.42671997334704,58.53781246748072,7.981600061060809,277.10771239192496,640.5471941035042,329.54247218468805,5.376938293802575
